是 shi4 ling2/li4/hui4/yan3/shi4 "是 shi4 to be (followed by substantives only); correct; right; true; (respectful acknowledgement of a command) very well; (adverb for emphatic assertion)
就是 jiu4shi4 exactly; precisely; only; simply; just; even if
不是 bu2shi5 fault; blame
还是 hai2shi5 still (as before); had better; unexpectedly; or
但是 dan4shi4 but; however"
会 hui4 fu2/hui4/bi4/yu2 "会 hui4 can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering; (suffix) union; group; association
不会 bu4hui4 improbable; unlikely; will not (act, happen etc); not able; not having learned to do sth; not at all
社会 she4hui4 society
都会 du1hui4 city; metropolis
会议 hui4yi4 meeting; conference"
与 yu4 yu4/yu2/ji4/li4 "与 yu3 and; to give; together with
参与 can1yu4 to participate (in sth)
与其 yu3qi2 rather than...
与会 yu4hui4 to participate in a meeting
与共 yu3gong4 to experience together with sb"
几 ji1 qi2/ji1/fu2 "几 ji3 how much; how many; several; a few
几乎 ji1hu1 almost; nearly; practically
十几 shi2ji3 more than ten; a dozen or more
好几 hao3ji3 several; quite a few
几千 ji3qian1 several thousand"
事 shi4 zhi4/lu4/xi1/shi4 "事 shi4 matter; thing; item; work; affair
事情 shi4qing5 affair; matter; thing; business
故事 gu4shi5 narrative; story; tale
事件 shi4jian4 event; happening; incident
事业 shi4ye4 undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation"
于 yu2 hui4/zhi4/jue2/bo2/yu2 "于 yu2 to go; to take; sentence-final interrogative particle; (of time or place) in; at; on; (indicating any indirect relation) to; toward; with regard to; for; (indicating a source) from; out of
于是 yu2shi4 thereupon; as a result; consequently; thus; hence
由于 you2yu2 due to; as a result of; thanks to; owing to; since; because
对于 dui4yu2 regarding; as far as (sth) is concerned; with regard to
终于 zhong1yu2 at last; in the end; finally; eventually"
觉 jue2 li4/xi1/jue2/yi4/fu2 "觉得 jue2de5 to think that ...; to feel that ...; to feel (uncomfortable etc)
感觉 gan3jue2 feeling; impression; sensation; to feel; to perceive
睡觉 shui4jiao4 to go to bed; to sleep
觉 jue2 to feel; to find that; thinking; awake; aware
发觉 fa1jue2 to become aware; to detect; to realize; to perceive"
其 qi2 lu4/ling2/ji4/qi2/jue2 "其 qi2 his; her; its; their; that; such; it (refers to sth preceding it)
其实 qi2shi2 actually; in fact; really
其他 qi2ta1 other; (sth or sb) else; the rest
其中 qi2zhong1 among; in; included among these
尤其 you2qi2 especially; particularly"
世 shi4 lu4/shi4/ling2/fu2 "世界 shi4jie4 world
世纪 shi4ji4 century
世 shi4 life; age; generation; era; world; lifetime; epoch; descendant; noble
全世界 quan2shi4jie4 worldwide; entire world
去世 qu4shi4 to pass away; to die"
及 ji2 zhi4/li4/ji2/ling2 "及 ji2 and; to reach; up to; in time for
以及 yi3ji2 as well as; too; and
及时 ji2shi2 timely; at the right time; promptly; without delay
及其 ji2qi2 (conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...
涉及 she4ji2 to involve; to touch upon (a topic)"
希 xi1 yu4/xi1/yu2/jue2 "希望 xi1wang4 to wish for; to desire; hope
希 xi1 to hope; to admire
希腊 xi1la4 greece
希尔 xi1er3 hill (name); christopher hill, us undersecretary of state of east asian affairs
希奇 xi1qi2 rare; strange"
记 ji4 li4/zhi4/jue2/ling2/ji4 "记者 ji4zhe3 reporter; journalist
记得 ji4de5 to remember
记 ji4 to record; to note; to memorize; to remember; mark; sign; classifier for blows, kicks, shots
记忆 ji4yi4 to remember; to recall; memory
记录 ji4lu4 to record; record (written account); note-taker; record (in sports etc)"
路 lu4 bi4/hui4/lu4/fu2/zhi4 "路 lu4 road; journey; route; line (bus etc); sort; kind
路上 lu4shang5 on the road; on a journey; road surface
道路 dao4lu4 road; path; way
一路 yi1lu4 the whole journey; all the way; going the same way; going in the same direction; of the same kind
马路 ma3lu4 street; road"
市 shi4 jue2/shi4/ji2/yu2/qi2 "市场 shi4chang3 marketplace; market (also in abstract)
城市 cheng2shi4 city; town
市 shi4 market; city
市民 shi4min2 city resident
上市 shang4shi4 to hit the market (of a new product); to float (a company on the stock market)"
必 bi4 ling2/bi4/li4 "必须 bi4xu1 to have to; must; compulsory; necessarily
必要 bi4yao4 necessary; essential; indispensable; required
必 bi4 certainly; must; will; necessarily
不必 bu4bi4 need not; does not have to; not necessarily
必然 bi4ran2 inevitable; certain; necessity"
眼 yan3 yan3/xi1/bo2/ji2 "眼睛 yan3jing5 eye
眼 yan3 eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc)
眼前 yan3qian2 before one's eyes; now; at present
眼泪 yan3lei4 tears; crying
眼神 yan3shen2 expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (dialect)"
至 zhi4 bi4/zhi4/hui4/shi4 "甚至 shen4zhi4 even; so much so that
至 zhi4 to arrive; most; to; until
至少 zhi4shao3 at least; (to say the) least
至今 zhi4jin1 so far; to this day; until now
至于 zhi4yu2 as for; as to; to go so far as to"
历 li4 ji2/li4/yu4/fu2 "历史 li4shi3 history
经历 jing1li4 experience; to experience; to go through
学历 xue2li4 educational background; academic qualifications
历 li4 calendar; to experience; to undergo; to pass through; all; each; every; history
简历 jian3li4 curriculum vitae (cv); biographical notes"
技 ji4 fu2/bo2/shi4/ji4/bi4 "技术 ji4shu4 technology; technique; skill
科技 ke1ji4 science and technology
技巧 ji4qiao3 skill; technique
技能 ji4neng2 technical ability; skill
技 ji4 skill"
继 ji4 ji4/ling2/yu2/bo2 "继续 ji4xu4 to continue; to proceed with; to go on with
继 ji4 to continue; to follow after; to go on with; to succeed; to inherit; then; afterwards
继承 ji4cheng2 to inherit; to succeed to (the throne etc); to carry on (a tradition etc)
相继 xiang1ji4 in succession; following closely
继而 ji4er2 then; afterwards"
服 fu2 fu2/ji2/lu4/ji1/hui4 "服务 fu2wu4 to serve; service
衣服 yi1fu5 clothes
舒服 shu1fu5 comfortable; feeling well
服装 fu2zhuang1 dress; clothing; costume; clothes
服 fu2 clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); mourning clothes; to wear mourning clothes"
决 jue2 lu4/zhi4/jue2/yu4 "决定 jue2ding4 to decide (to do something); to resolve; decision; certainly
解决 jie3jue2 to solve; to resolve; to settle (a problem); to eliminate; to wipe out (an enemy, bandits etc)
决不 jue2bu4 not at all; simply (can) not
坚决 jian1jue2 firm; resolute; determined
决心 jue2xin1 determination; resolution; determined; firm and resolute; to make up one's mind"
令 ling2 zhi4/ling2/yu4/ji1 "令 ling4 to order; to command; an order; warrant; writ; to cause; to make sth happen; virtuous; honorific title; season; type of short song or poem
命令 ming4ling4 order; command
下令 xia4ling4 to give an order; to command
指令 zhi3ling4 order; command; instruction
司令 si1ling4 commanding officer"
机 ji1 hui4/shi4/jue2/ji1/li4 "手机 shou3ji1 cell phone; mobile phone
机 ji1 (bound form) machine; mechanism; (bound form) aircraft; (bound form) an opportunity; (bound form) crucial point; pivot; (bound form) quick-witted; flexible; (bound form) organic
司机 si1ji1 chauffeur; driver
飞机 fei1ji1 airplane
机构 ji1gou4 mechanism; structure; organization; agency; institution"
似 shi4 li4/ji2/qi2/zhi4/shi4 "似乎 si4hu1 it seems; seemingly; as if
似的 shi4de5 seems as if; rather like
类似 lei4si4 similar; analogous
似 si4 to seem; to appear; to resemble; similar; -like; pseudo-; (more) than
相似 xiang1si4 similar; alike"
即 ji2 yan3/ling2/qi2/ji2/bo2 "即 ji2 namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near
即使 ji2shi3 even if; even though
立即 li4ji2 immediately
即将 ji2jiang1 on the eve of; to be about to; to be on the verge of
即可 ji2ke3 can then (do sth); can immediately (do sth); (do sth) and that will suffice"
极 ji2 ling2/zhi4/lu4/ji2/hui4 "极 ji2 extremely; pole (geography, physics); utmost; top
积极 ji1ji2 active; energetic; vigorous; positive (outlook); proactive
极其 ji2qi2 extremely
极为 ji2wei2 extremely; exceedingly
极端 ji2duan1 extreme"
西 xi1 zhi4/xi1/yi4/ling2 "东西 dong1xi5 thing; stuff; person
西 xi1 the west; spanish; west
西方 xi1fang1 the west; the occident; western countries
西藏 xi1zang4 tibet
西部 xi1bu4 western part"
系 ji4 jue2/ji1/yan3/ji4/yu4 "关系 guan1xi5 relation; relationship; to concern; to affect; to have to do with; guanxi
联系 lian2xi4 connection; contact; relation; to get in touch with; to integrate; to link; to touch
系统 xi4tong3 system
系 xi4 to connect; to relate to; to tie up; to bind; to be (literary); system; department; faculty; to connect; to arrest; to worry
系列 xi4lie4 series; set"
毕 bi4 xi1/ling2/bi4/yu4/yi4 "毕业 bi4ye4 graduation; to graduate; to finish school
毕竟 bi4jing4 after all; all in all; when all is said and done; in the final analysis
毕业生 bi4ye4sheng1 graduate
毕 bi4 the whole of; to finish; to complete; complete; full; finished
完毕 wan2bi4 to finish; to end; to complete"
意 yi4 ling2/yi4/lu4/hui4 "注意 zhu4yi4 to take note of; to pay attention to
意思 yi4si5 idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc
意义 yi4yi4 sense; meaning; significance; importance
意 yi4 italy; idea; meaning; thought; to think; wish; desire; intention; to expect; to anticipate
同意 tong2yi4 to agree; to consent; to approve"
